closed_at,symbol,side,analyst,outcome,posted_entry,posted_stop,entry_price,entry_matches_posted,exit_price,exit_reached,move_pct,r_multiple,trade_id,signal_id,stop_used,follower_r,follower_move_pct,cost_r,entry_bps,exit_bps
"2026-09-05T22:20:14.357000Z","BICOUSDT","LONG","SaltWayer","win",,"0.02148","0.022435","false","0.02448","TP2","9.12","2.14","aea41122-8c40-40e0-a451-2baceea10c98","AXN-2026-09-04-00360","0.02148","2.12","9.02","0.02","7.5","2"
"2026-09-04T17:29:59.999000Z","KGENUSDT","LONG","Pipfessor","win","0.1745","0.167","0.1792","false","0.1849","PARTIAL","3.18","0.47","ebe1ec69-58db-47eb-a64d-fe1dbfd6666d","AXN-2026-09-04-00359","0.167","0.46","3.08","0.01","2","7.5"
"2026-09-04T14:48:59.999000Z","XLMUSDT","LONG","Belovy","win",,"0.165","0.1777","false","0.188","TP2","5.8","0.81","6ec0483b-9698-4f4c-8910-a50d67547d33","AXN-2026-09-01-00344","0.165","0.8","5.7","0.01","7.5","2"
"2026-09-04T14:43:32.197000Z","ZKPUSDT","SHORT","Electron","win","0.04914","0.05235","0.04914","true","0.04704","PARTIAL","4.27","0.65","96837868-9583-48a5-a991-15dbf1922f34","AXN-2026-09-01-00341","0.05235","0.64","4.18","0.01","2","7.5"
"2026-09-04T12:32:59.999000Z","NEIROUSDT","LONG","Electron","win","0.00008347","0.00007678","0.00008347","true","0.00009262","PARTIAL","10.96","1.37","f53577ab-5a1b-4492-9c44-41fc5a20aba1","AXN-2026-09-01-00343","0.00007678","1.36","10.86","0.01","2","7.5"
"2026-09-04T03:15:59.999000Z","BRETTUSDT","LONG","Electron","win","0.004947","0.00458","0.004947","true","0.005232","PARTIAL","5.76","0.78","b450d31c-6ac7-4c93-96fb-7035258e09aa","AXN-2026-09-02-00346","0.00458","0.77","5.66","0.01","2","7.5"
"2026-09-03T22:33:59.999000Z","PEOPLEUSDT","LONG","SaltWayer","win",,"0.00781","0.00809","false","0.008382","TP1","3.61","1.04","1d913a7b-a994-4ff1-b9b2-ed8ddb1d37af","AXN-2026-09-03-00353","0.00781","1.01","3.51","0.03","7.5","2"
"2026-09-03T22:07:34.483000Z","BTCUSDT","LONG","Triggerxbt","win",,"75540","77405.9","false","81443","CLOSE","5.22","2.16","79fbdae6-084f-4246-bf7f-c7ff8d7683ff","AXN-2026-09-01-00345","75540","2.1","5.07","0.06","7.5","7.5"
"2026-09-03T20:29:59.999000Z","XRPUSDT","SHORT","Thmassz","loss",,"1.4826","1.3707","false","1.4826","SL","-8.16","-1","cdeb1c48-c305-4662-b73e-b92e47d4f371","AXN-2026-08-26-00315","1.4826","-1.02","-8.35","0.02","7.5","10.5"
"2026-09-03T12:53:59.999000Z","BTCUSDT","SHORT","Triggerxbt","win","78000","81000","78496.8","false","76554.2","PARTIAL","2.47","0.78","94242d4d-3115-47cc-9088-4d3859ec65a0","AXN-2026-08-29-00330","81000","0.75","2.38","0.03","2","7.5"
"2026-09-02T09:23:59.999000Z","AAVEUSDT","LONG","Thmassz","win",,"120.05","126.96","false","132.67","TP1","4.5","0.83","e5b41be7-35ae-4452-ba3a-c478e6225c06","AXN-2026-08-26-00311","120.05","0.81","4.4","0.02","7.5","2"
"2026-09-02T08:45:59.999000Z","DOTUSDT","LONG","gaijin","win","0.8547","0.74","0.8547","true","0.8852","TP1","3.57","0.27","7f1b26c4-a279-4547-bd18-d504b1943309","AXN-2026-09-01-00342","0.74","0.27","3.53","0","2","2"
"2026-09-01T19:59:59.999000Z","BOTUSDT","LONG","Electron","loss","26.86","25.54","26.47","false","25.54","SL","-3.51","-1","fe3daf85-419f-49f9-96ec-30d4b989d4c3","AXN-2026-08-27-00319","25.54","-1.03","-3.63","0.03","2","10.5"
"2026-09-01T15:47:00Z","TQQQUSDT","LONG","Electron","win","71.8","68.08","70.14","false","70.48","CLOSE","0.49","0.17","f36e6eb4-45dd-4c7a-ae84-ad327e4c50cf","AXN-2026-08-27-00323","68.08","0.14","0.39","0.03","2","7.5"
"2026-09-01T12:49:21.980000Z","METAUSDT","LONG","Electron","win",,"543.27","562.7","false","588.21","PARTIAL","4.53","1.31","c45538be-6903-4e52-967b-00ff1e61bdf2","AXN-2026-08-25-00302","543.27","1.27","4.38","0.04","7.5","7.5"
"2026-09-01T08:45:35.117000Z","GRIFFAINUSDT","LONG","Bitcoin Wizard","loss",,"0.01114","0.012325","false","0.011105","CLOSE","-9.9","-1.03","181b3ff3-6a26-483f-bb21-d04a2b60ccdc","AXN-2026-08-23-00299","0.01114","-1.04","-10.04","0.01","7.5","7.5"
"2026-09-01T03:38:28.534000Z","DOTUSDT","SHORT","Pipfessor","win",,"0.8945","0.859","false","0.8175","PARTIAL","4.83","1.17","f74505c7-0b46-4318-a6f1-99a78dde115d","AXN-2026-08-29-00331","0.8945","1.13","4.68","0.04","7.5","7.5"
"2026-08-31T05:17:59.999000Z","AVAXUSDT","SHORT","Thmassz","win",,"7.745","7.191","false","7.016","TP1","2.43","0.32","873b1588-b75d-4ac0-b201-986f576979e0","AXN-2026-08-26-00316","7.745","0.31","2.34","0.01","7.5","2"
"2026-08-30T19:59:59.999000Z","FARTCOINUSDT","LONG","D3LTA","win",,"0.183","0.19255","false","0.19825","PARTIAL","2.96","0.6","e3696ec7-0cad-445b-b22d-5e26c590147a","AXN-2026-08-29-00329","0.183","0.57","2.81","0.03","7.5","7.5"
"2026-08-30T17:24:59.999000Z","EGLDUSDT","LONG","Bitcoin Wizard","win",,"3.437","3.786","false","4","TP1","5.65","0.61","5b55980c-667c-4057-a5b0-3300307b20c6","AXN-2026-08-30-00333","3.437","0.6","5.55","0.01","7.5","2"
"2026-08-30T16:41:32.974000Z","ETHUSDT","SHORT","Triggerxbt","loss",,"2573","2487.39","false","2529.61","SL","-1.7","-0.49","2e2cf7e0-09ac-44a3-97cd-a60fc6e2ce0f","AXN-2026-08-28-00327","2573","-0.54","-1.88","0.05","7.5","10.5"
"2026-08-30T11:59:59.999000Z","LABUSDT","SHORT","SaltWayer","loss",,"0.0794","0.0766","false","0.0794","SL","-3.66","-1","2779e9b5-0ee7-4d60-8086-af8a5fbee997","AXN-2026-08-29-00328","0.0794","-1.05","-3.84","0.05","7.5","10.5"
"2026-08-29T17:33:00Z","POLUSDT","LONG","Bitcoin Wizard","loss","0.1043","0.0929","0.1043","true","0.10405","CLOSE","-0.24","-0.02","3a625b33-c149-41c4-88df-7bd72f488e7a","AXN-2026-08-26-00313","0.0929","-0.03","-0.33","0.01","2","7.5"
"2026-08-28T14:36:59.999000Z","BTCUSDT","SHORT","Triggerxbt","win",,"79993.1","79353.6","false","78503.5","PARTIAL","1.07","1.33","cdaa2692-382d-4d30-8822-ce773b081841","AXN-2026-08-28-00326","79993.1","1.14","0.92","0.19","7.5","7.5"
"2026-08-28T09:42:39.865000Z","PENDLEUSDT","LONG","gaijin","win","1.723","1.5","1.723","true","1.78","TP1","3.31","0.26","e3a6226d-a1f3-4f5c-8017-0dbbc8c6ffc3","AXN-2026-08-27-00317","1.5","0.26","3.27","0","2","2"
"2026-08-28T08:49:59.999000Z","BTCUSDT","LONG","Triggerxbt","win",,"77000","79487.8","false","80631.6","PARTIAL","1.44","0.46","efd863ac-4ac0-4770-8001-d090c544a36e","AXN-2026-08-27-00324","77000","0.41","1.29","0.05","7.5","7.5"
"2026-08-28T07:54:59.999000Z","ATOMUSDT","LONG","gaijin","win","1.509","1.4","1.497","false","1.543","TP1","3.04","0.47","fc31d2ea-490e-4ccd-a32b-f9b4da1ff288","AXN-2026-08-27-00321","1.4","0.46","3","0.01","2","2"
"2026-08-27T23:59:59.999000Z","BTCUSDT","SHORT","Bitcoin Wizard","loss","68691","79000","70308.7","false","79000","SL","-12.36","-1","59e29ba7-ac97-46ba-9e67-063dbe58b423","AXN-2026-08-10-00240","79000","-1.01","-12.5","0.01","2","10.5"
"2026-08-27T23:59:59.999000Z","POLUSDT","LONG","Electron","loss",,"0.10825","0.11841","false","0.10825","SL","-8.58","-1","98f65ae0-371c-4e01-95b1-f0714575ee6b","AXN-2026-08-25-00307","0.10825","-1.02","-8.75","0.02","7.5","10.5"
"2026-08-27T10:40:59.999000Z","XLMUSDT","LONG","Belovy","win",,"0.174","0.1841","false","0.1875","TP1","1.85","0.34","49abec57-1eff-499d-b162-90a73213471b","AXN-2026-08-26-00312","0.174","0.32","1.75","0.02","7.5","2"
"2026-08-26T22:15:57.134000Z","LTCUSDT","SHORT","Bitcoin Wizard","win",,"53.17","50.28","false","49.48","PARTIAL","1.59","0.28","4061edb2-5641-41d8-9980-0605383d21d7","AXN-2026-08-26-00314","53.17","0.25","1.44","0.03","7.5","7.5"
"2026-08-26T19:31:00Z","SOLUSDT","LONG","Thmassz","loss",,"91.44","97.12","false","96.76","CLOSE","-0.37","-0.06","0d13e14b-351b-4f34-8deb-b10ab8b50c8f","AXN-2026-08-26-00310","91.44","-0.09","-0.52","0.03","7.5","7.5"
"2026-08-26T19:26:39.274000Z","ETHUSDT","SHORT","Triggerxbt","win",,"2510","2477.18","false","2424.97","PARTIAL","2.11","1.59","ba66aac8-caf1-483b-b67c-197908a36b54","AXN-2026-08-25-00308","2510","1.48","1.96","0.11","7.5","7.5"
"2026-08-26T13:24:44.631000Z","HYPEUSDT","LONG","Belovy","win",,"76","80.65","false","82.5","TP2","2.29","0.4","274268d1-b757-49ef-b679-0d65eae117ad","AXN-2026-08-26-00309","76","0.38","2.19","0.02","7.5","2"
"2026-08-26T12:30:59.999000Z","FOGOUSDT","LONG","Pipfessor","win",,"0.00856","0.008977","false","0.009365","PARTIAL","4.32","0.93","5b4aad3a-2265-4331-b7d3-1b92f3c7bc31","AXN-2026-08-25-00304","0.00856","0.9","4.17","0.03","7.5","7.5"
"2026-08-26T09:47:34.363000Z","KGENUSDT","LONG","Pipfessor","win",,"0.162","0.1781","false","0.1835","PARTIAL","3.03","0.34","9fcc56fb-c281-4ce0-9f6c-435a0a579807","AXN-2026-08-25-00306","0.162","0.32","2.88","0.02","7.5","7.5"
"2026-08-25T13:51:30.514000Z","SUIUSDT","LONG","Natrix","loss","0.81","0.78","0.81","true","0.78","SL","-3.7","-1","073a49de-6422-4a34-bc9d-80b5ec19b231","AXN-2026-08-24-00300","0.78","-1.03","-3.82","0.03","2","10.5"
"2026-08-25T09:59:42.667000Z","HUSDT","LONG","SaltWayer","win",,"0.07191","0.07572","false","0.0783","TP1","3.41","0.68","0fc183f5-a55e-432d-91f5-5a2b5b6f2c04","AXN-2026-08-25-00303","0.07191","0.66","3.31","0.02","7.5","2"
"2026-08-24T13:31:11.131000Z","BOTUSDT","LONG","Electron","win","26.79","25","26.79","true","31.07","PARTIAL","15.98","2.39","4c8d24e2-81d7-4dd9-8f0f-236cee36b180","AXN-2026-08-04-00217","25","2.37","15.87","0.02","2","7.5"
"2026-08-23T23:59:59.999000Z","HYPEUSDT","SHORT","Belovy","win",,"81","72.58","false","54","TP6","25.6","2.21","c196cdf4-b2fe-4898-b376-acb95eaea6b3","AXN-2026-05-31-00045","81","2.2","25.51","0.01","7.5","2"
"2026-08-23T04:04:59.999000Z","CASHCATUSDT","LONG","Natrix","win","0.12","0.1","0.11478","false","0.127","TP1","10.64","0.83","e497bde6-b2d6-49f7-b20d-adae2fc74c60","AXN-2026-08-22-00298","0.1","0.83","10.6","0","2","2"
"2026-08-23T03:23:52.735000Z","LTCUSDT","LONG","Bitcoin Wizard","win",,"46.74","51.23","false","53.29","TP1","4.02","0.46","bd462303-e64c-471f-a2b9-88f8a1cf9a11","AXN-2026-08-22-00297","46.74","0.45","3.92","0.01","7.5","2"
"2026-08-22T12:34:27.634000Z","DOTUSDT","LONG","gaijin","win","0.833","0.72","0.833","true","0.9309","CLOSE","11.75","0.87","522ac9af-aaa4-4832-a7b1-02e6f13f999b","AXN-2026-08-20-00292","0.72","0.86","11.65","0.01","2","7.5"
"2026-08-22T07:59:59.999000Z","POWERUSDT","LONG","SaltWayer","loss",,"0.08876","0.09174","false","0.08876","SL","-3.25","-1","91522927-659a-47c6-959e-b229a369f641","AXN-2026-08-20-00285","0.08876","-1.05","-3.43","0.05","7.5","10.5"
"2026-08-22T05:11:59.999000Z","ADAUSDT","LONG","gaijin","win","0.1982","0.16","0.1982","true","0.2319","TP3","17","0.88","1ee340d1-597e-4b6f-aca3-f528119a53ad","AXN-2026-08-20-00290","0.16","0.88","16.96","0","2","2"
